Event ID	Event Sub-ID	Entry/Revision Date	Record Status: 0 = Active; 1 = Inactive	COUNTRY	STATE	CITY	EVENT CODE	POPULATION	DATE	EARLIEST REPORTED DATE	NEWS SOURCE	HEADLINE	EVENT DESCRIPTION	FIRST REPORTED LINK	OTHER LINKS (GSS Link)	OTHER LINKS	Crowd Size	Encoding Comment
12889	0	11/26/2013	0	Chile	B°o B°o	Coihueco	313	General Population	11/23/2013	11/23/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 23 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 42; Edad-19; Sexo - F; Comuna probable de infecci¢n - COIHIECO; SE 47; TIPE - SCPH; Fecha confirmacion - 23-11-2013; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE472013.pdf				"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 23 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 42; Edad-19; Sexo - F; Comuna probable de infecci¢n - COIHIECO; SE 47; TIPE - SCPH; Fecha confirmacion - 23-11-2013; Condici¢n -Fallecido"
13660	0	2/26/2014	0	Chile	Araucan°a	Melipeuco	313	General Population	12/4/2013	12/5/2013	Chile Ministry of Health; minsal.cl; La Tercera  	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 43; Edad-16; Sexo - F; Comuna probable de infecci¢n - MELIPEUCO; SE 48; TIPE - SCPH; Fecha confirmacion - 04-12-2013; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE502013.pdf	http://www.latercera.com/noticia/nacional/2013/12/680-554953-9-seremi-de-salud-araucania-confirma-dos-casos-fatales-por-hanta-virus.shtml		"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 43; Edad-16; Sexo - F; Comuna probable de infecci¢n - MELIPEUCO; SE 48; TIPE - SCPH; Fecha confirmacion - 04-12-2013; Condici¢n -Fallecido
"
13661	0	2/26/2014	0	Chile	Araucan°a	Lonquimay	313	General Population	12/4/2013	12/5/2013	Chile Ministry of Health; minsal.cl; La Tercera  	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 44; Edad-15; Sexo - M; Comuna probable de infecci¢n - LONQUIMAY; SE 49; TIPE - SCPH; Fecha confirmacion - 04-12-2013;  Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE502013.pdf	http://www.latercera.com/noticia/nacional/2013/12/680-554953-9-seremi-de-salud-araucania-confirma-dos-casos-fatales-por-hanta-virus.shtml		"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 44; Edad-15; Sexo - M; Comuna probable de infecci¢n - LONQUIMAY; SE 49; TIPE - SCPH; Fecha confirmacion - 04-12-2013;  Condici¢n -Fallecido 

"
13662	0	2/26/2014	0	Chile	Araucan°a	Angol	313	General Population	12/10/2013	12/10/2013	Chile Ministry of Health; minsal.cl; biobiochile.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 45; Edad-70; Sexo - M; Comuna probable de infecci¢n - ANGOL; SE 49; TIPE - SCPH; Fecha confirmacion - 10-12-2013; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE502013.pdf	http://www.biobiochile.cl/2013/12/10/autoridad-sanitaria-confirma-caso-sospechoso-de-hanta-virus-en-angol.shtml		"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 45; Edad-70; Sexo - M; Comuna probable de infecci¢n - ANGOL; SE 49; TIPE - SCPH; Fecha confirmacion - 10-12-2013; Condici¢n -Fallecido"
13663	0	2/26/2014	0	Chile	Los Lagos	Los Muermos	313	General Population	12/10/2013	12/10/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 46; Edad-40; Sexo - F; Comuna probable de infecci¢n - LOS MUERMOS; SE 49; TIPE - SCPH; Fecha confirmacion - 10-12-2013; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE502013.pdf			"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 46; Edad-40; Sexo - F; Comuna probable de infecci¢n - LOS MUERMOS; SE 49; TIPE - SCPH; Fecha confirmacion - 10-12-2013; Condici¢n -Fallecido"
13667	0	2/26/2014	0	Chile	B°o B°o	San Carlos	313	General Population	12/13/2013	12/13/2013	Chile Ministry of Health; minsal.cl; biobiochile.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 47; Edad-18; Sexo - F; Comuna probable de infecci¢n - SAN CARLOS; SE 50; TIPE - SCPH; Fecha confirmacion - 13-12-2013;  Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE472013.pdf	http://www.biobiochile.cl/2013/12/17/confirman-muerte-de-joven-de-san-carlos-por-virus-hanta.shtml	 	
13668	0	2/26/2014	0	Chile	Araucan°a	Curacaut°n	313	General Population	12/20/2013	12/20/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 24 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 49; Edad-21; Sexo - M; Comuna probable de infecci¢n - CURACAUTIN; SE 51; TIPE - SCPH; Fecha confirmacion - 20-12-2013;  Condici¢n -Pendiente"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE512013.pdf	 		
13669	0	2/26/2014	0	Chile	AisÇn	Puerto Cisnes	313	General Population	12/20/2013	12/20/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 24 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 50; Edad-70; Sexo - M; Comuna probable de infecci¢n - PUERTO CISNES;  SE 51; TIPE - SCPH; Fecha confirmacion - 20-12-2013;  Condici¢n -Pendiente"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE512013.pdf	 		
13670	0	2/26/2014	0	Chile	Maule	Longav°	313	General Population	12/20/2013	12/20/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 24 December, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 51; Edad-26; Sexo - M; Comuna probable de infecci¢n - Longav°; SE 51; TIPE - SCPH; Fecha confirmacion - 20-12-2013;  Condici¢n -Hospitalizado"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE512013.pdf	 		
14517	0	1/14/2014	0	Chile	Araucan°a	Cunco	313	General Population	1/6/2014	1/6/2014	Chile Ministry of Health; minsal.cl; La Tercera  	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 6 January, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 52; Edad-42; Sexo - M; Comuna probable de infecci¢n - MELIPEUCO; SE 02; TIPE - SCPH; Fecha confirmacion - 01-6-2014; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE022014.pdf	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE022014.pdf	http://www.elperiodico.cl/2014/01/confirman-primera-muerte-del-ano-en-temuco-por-hanta-virus/		"Victim is a 42 year old man , identified as Juan Manquilef Marileo . He entered the weekend symptoms suspected to Cunco Hospital and was subsequently referred to the Regional Hospital of Temuco.

http://beta.promedmail.org/direct.php?id=20140115.2173653"
14518	0	1/14/2014	0	Chile	B°o B°o	Quill¢n	313	General Population	1/11/2014	1/11/2014	Chile Ministry of Health; minsal.cl; La Tercera  	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 13 January, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 24; Edad-69; Sexo - M; Comuna probable de infecci¢n - MELIPEUCO; SE 03; TIPE - SCPH; Fecha confirmacion - 01-11-2014; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE032014.pdf	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE032014.pdf	http://www.biobiochile.cl/2014/01/11/confirman-primer-fallecimiento-a-causa-de-hantavirus-en-el-bio-bio.shtml		First confirmed death from Hantavirus in the B°o B°o
14520	0	1/21/2014	0	Chile	Los Lagos	Corral	313	General Population	1/18/2014	1/18/2014	Chile Ministry of Health; minsal.cl; La Tercera  	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 20 January, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 25; Edad-26; Sexo - M; Comuna probable de infecci¢n - CORRAL SE 03; TIPE - SCPH; Fecha confirmacion - 01-18-2014; Condici¢n -Hospitalizado"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE032014.pdf	http://www.soychile.cl/Valdivia/Sociedad/2014/01/20/226633/Autoridad-sanitaria-confirmo-el-primer-caso-de-Hanta-en-la-region-de-Los-Rios-de-este-ano.aspx	http://www.biobiochile.cl/2014/01/20/confirman-primer-caso-de-virus-hanta-en-la-region-de-los-rios-2.shtml		
14521	0	2/2/2014	0	Chile	Los Lagos	R°o Negro	313	General Population	1/21/2014	1/21/2014	Chile Ministry of Health; minsal.cl; www.biobiochile.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 2 February, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 27; Edad-30; Sexo - M; Comuna probable de infecci¢n - R°o Negro; SE 03; TIPE - SCPH; Fecha confirmacion - 01-21-2014; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE062014.pdf	http://www.biobiochile.cl/2014/01/22/confirman-muerte-de-trabajador-lechero-por-hanta-virus-en-osorno.shtml	http://www.biobiochile.cl/2014/01/22/confirman-muerte-de-trabajador-lechero-por-hanta-virus-en-osorno.shtml		"The Institute of Public Health -IPS- confirmed that the farm worker identified as 30-year -old from Erwin Arizmendi Black River , passed away product for hantavirus infection "
14522	0	2/10/2014	0	Chile	Araucan°a	PurÇn	313	General Population	1/24/2014	1/24/2014	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 February, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 28; Edad-26; Sexo - F; Comuna probable de infecci¢n - PurÇn; SE 04; TIPE - SCPH; Fecha confirmacion - 01-24-2014; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE062014.pdf				
14523	0	2/10/2014	0	Chile	Araucan°a	Perquenco	313	General Population	1/27/2014	1/27/2014	Chile Ministry of Health; minsal.cl;	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 February, 2014; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 29; Edad-24; Sexo - M; Comuna probable de infecci¢n - Perquenco; SE 04; TIPE - SCPH; Fecha confirmacion - 01-27-2014; Condici¢n -Hospitalizado"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE062014.pdf	"http://noticias.terra.cl/nacional/nuevo-caso-de-virus-hanta-se-registra-en-la-araucania,0e2fbc522cfd3410VgnVCM20000099cceb0aRCRD.html"	"http://noticias.terra.cl/nacional/nuevo-caso-de-virus-hanta-se-registra-en-la-araucania,0e2fbc522cfd3410VgnVCM20000099cceb0aRCRD.html"		"This case involves a  24 year old man from the town of Victoria. The young man is admitted to the ICU of Hern†n Henr°quez Aravena Regional Hospital of Temuco, confirmed SEREMI Health, Gloria Rodriguez.  The subject is stable within its severity. "
15367	0	2/17/2014	0	Chile	Maule	Colb£n	313	General Population	2/5/2014	2/5/2014	noticias.terra.cl; Chile Ministry of Health; minsal.cl	Hantavirus: confirman primer caso del a§o en el Maule	Hantavirus: first confirmed case of the year in the Maule	"Hantavirus: confirman primer caso del a§o en el MauleSe trata de un paciente hombre de 43 a§os, quien reside en un sector rural de la comuna de Colb£n."	"http://noticias.terra.cl/nacional/hantavirus-confirman-primer-caso-del-ano-en-el-maule,cf0859a463404410VgnVCM10000098cceb0aRCRD.html"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE072014.pdf		"This is a male patient aged 43, who lives in a rural area of the municipality of Colb£n. The Institute of Public Health confirmed the fourth case of hantavirus in the Maule, corresponding to the season September - August (2013 - 2014), which in turn is the first of this year. Of these cases, three were confirmed in 2013 in the city of Curico, Molina and Linares. The this year also is the last municipality."
15368	0	2/20/2014	0	Chile	Metropolitana	Isla de Maipo	313	General Population	2/6/2014	2/6/2014	www.puranoticia.cl; www.biobiochile.cl; Chile Ministry of Health; minsal.cl	Falleci¢ la primera v°ctima por contagio de virus Hanta en la Regi¢n Metropolitana	He died the first victim of hantavirus infection in the Metropolitan Region 	"La seremi de Salud de la regi¢n Metropolitana, Daniela Zavando, realiz¢ una fiscalizaci¢n a camping y piscinas del sector Isla Maipo, donde una menor de 17 a§os se contagi¢ de virus Hanta, y posteriormente falleci¢ a causa de la enfermedad. "	http://www.puranoticia.cl/front/contenido/2014/02/06/noticia-88565.php	http://www.biobiochile.cl/2014/02/06/fiscalizan-sector-de-isla-maipo-tras-la-primera-muerte-por-virus-hanta-en-la-region-metropolitana.shtml; http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE072014.pdf		"Isla Maipo oversee sector after the first hantavirus death in the metropolitan region The Health SEREMI Metropolitan region, Daniela ZAVANDO, performed an audit to camping and swimming pools Isla del Maipo, where a child under 17 years of Hanta virus infected and subsequently died of the disease sector. "
15369	0	2/20/2014	0	Chile	Araucan°a	Curarrehue	313	General Population	2/6/2014	2/6/2014	www.24horas.cl; Chile Ministry of Health; minsal.cl	ISP confirma caso de contagio por Virus Hanta en Lebu	ISP confirmed case of infection by Hanta Virus in Lebu	"Se trata de un hombre de 36 a§os de la comuna que se habr°a contagiado en el sector de Curarrehue, en la regi¢n de la Araucan°a.La seremi de Salud de la regi¢n del Biob°o, M¢nica Campos, le hab°a presentado al ISP dos casos sospechosos de Hanta, de los cuales uno arroj¢ positivo.""La confirmaci¢n de ayer que es de una persona que reside en Lebu, pero estuvo un mes en Curarrehue, por lo tanto, estad°sticamente es de la Araucan°a y fue confirmado"", manifest¢."	http://www.24horas.cl/nacional/isp-confirma-caso-de-contagio-por-virus-hanta-en-lebu-1065521	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE072014.pdf		"The Public Health Institute (ISP ) confirmed a new case of hantavirus infection in the town of Lebu in the B°o B°o region .  This is a man of 36 years of the municipality that would have caught on Curarrehue sector in the region of Araucan°a .  Health SEREMI Biob°o , Monica Campos, had submitted to ISP two suspected cases of Hanta , one of which tested positive . "" The confirmation yesterday that he is a person who resides in Lebu , but spent a month in * Curarrehue therefore , is statistically Araucan°a and was confirmed ,"" he said "
15370	0	2/20/2014	0	Chile	Los Lagos	Purranque	313	General Population	1/31/2014	2/8/2014	www.biobiochile.cl; Chile Ministry of Health; minsal.cl	ISP confirma nuevo caso de hanta en Los Lagos	ISP confirms new case of hantavirus in Lagos 	"El Instituto de Salud P£blica confirm¢ el contagio por hanta virus de un hombre de 43 a§os que se desempe§aba como operador de maquinaria pesada en Manquemapu, en la comuna de Purranque. El paciente se encuentra estable seg£n diagn¢stico mÇdico. As° lo confirm¢ a La Radio la Seremi subrogante de Salud en la regi¢n de Los Lagos Marcela C†rdenas, quien explic¢ que el ISP ratific¢ el diagn¢stico inicial entregado por el test r†pido de han virus, peligrosa enfermedad que seg£n la instancia se encuentra alojada en el organismo del hombre de 43 a§os oriundo de Los ?ngeles."	http://www.biobiochile.cl/2014/02/08/isp-confirma-nuevo-caso-de-hanta-en-los-lagos.shtml	http://epi.minsal.cl/epi/ht http://www.biobiochile.cl/2014/02/06/nuevo-posible-caso-de-virus-hanta-se-registra-en-osorno-isp-debera-confirmar-contagio.shtmlml/bolets/reportes/Hantavirus/hantavirus_SE072014.pdf;		"The Institute of Public Health confirmed hantavirus infection by a 43 year old man who worked as an operator of heavy machinery in Manquemapu, in the commune of Purranque virus. The patient is medically stable diagnosis.  This was confirmed by the deputy Radio Seremi Health in the region of Los Lagos Marcela Cardenas, who explained that the ISP confirmed the initial diagnosis given by the rapid test have virus, dangerous disease as the instance is housed in the body the 43-year-old from Los Angeles."
15372		3/4/2014	0	Chile	Los Lagos	Puerto Montt	313	General Population	2/17/2014	2/17/2014	minsal.cl	ISP confirm¢ contagio de virus Hanta de joven de Futaleuf£ internado en hospital de Puerto Montt	ISP confirmed Hantavirus infection of young Futaleufu admitted to hospital in Puerto Montt	"El Instituto de Salud P£blica confirm¢ que el joven de 22 a§os que hab°a sido trasladado en un avi¢n de la FACh desde Futaleuf£ a Puerto Montt adquiri¢ la infecci¢n del virus Hanta. 
La informaci¢n fue confirmada por el segundo seremi de Salud subrogante de Los Lagos, Ra£l Bastidas, quien precis¢ que este resultado reafirm¢ el test r†pido positivo que se le hab°a practicado al joven a fines de la semana pasada en el Hospital de Futaleuf£.
 Adem†s, se§al¢ que el paciente se mantiene internado en el Hospital Base de Puerto Montt y su evoluci¢n sigue siendo favorable."	http://www.biobiochile.cl/2014/02/17/isp-confirmo-contagio-de-virus-hanta-de-joven-de-futaleufu-internado-en-hospital-de-puerto-montt.shtml			"The Institute of Public Health confirmed that the 22 years he had been transferred to a plane FACh from Puerto Montt Futaleufu acquired hantavirus infection .
 The information was confirmed by the second deputy Health SEREMI Los Lagos, Ra£l Bastidas , adding that this result reaffirmed the positive rapid test that the young man had practiced late last week at the Hospital of Futaleufu .
 He also noted that the patient remains interned in the Base Hospital of Puerto Montt and its evolution remains favorable."
16574	0	3/17/2014	0	Chile	Los Lagos	Ilque	313	General Population	3/6/2014	3/6/2014	cronicalibre.cl; Chile Ministry of Health; minsal.cl	Ante caso de contagiado con virus Hanta refuerzan protocolos preventivos en postas rurales	First case of Hanta virus infected with reinforce preventive protocols in rural posts	"Como una forma de colaborar con las medidas preventivas que han adoptado las autoridades de la Seremi de Salud de Los Lagos, ante la confirmaci¢n de un nuevo contagio de virus Hanta producido en la localidad costera de Ilque, la Red de Atenci¢n Primaria de Salud Municipal de Puerto Montt ha reforzado los protocolos de diagn¢stico y derivaci¢n de pacientes en sus postas rurales de Huelmo y Panitao. Cabe recordar que en la Cl°nica Las Condes de Santiago se mantiene internado en estado grave RubÇn Alb†n Mella Vargas de 33 a§os, tras ser derivado desde la Cl°nica Los Andes de Puerto Montt.
 Este miÇrcoles la autoridad sanitaria confirm¢ que RubÇn Mella, trabajador de una salmonera, est† afectado por el virus Hanta y que su contagio se habr°a producido en una bodega de acopio ubicada en el sector de Ilque. Sobre ello el director de la Red APS, Rodrigo Alarc¢n, inform¢ que instruy¢ a las postas rurales del sector costero a reforzar las medidas preventivas y de diagn¢stico de sus usuarios."	http://www.cronicalibre.cl/2014/03/06/ante-caso-de-contagiado-con-virus-hanta-refuerzan-protocolos-preventivos-en-postas-rurales/	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE142014.pdf		"As a way to work with the preventive measures taken by the authorities of the Health Seremi Los Lagos, before the confirmation of a new infection of Hanta virus produced in the coastal town of Ilque , the Primary Care Network Municipal Health Puerto Montt has enhanced diagnostic protocols and referral of patients at rural clinics of Huelmo and Panitao . Recall that in the Clinica Las Condes, Santiago remains hospitalized in serious condition RubÇn Vargas Alban Mella 33, after being derived from the Clinic of Los Andes Puerto Montt.
 On Wednesday, the health authority confirmed that Ruben Mella, a salmon worker , is affected by the Hanta virus and its spread would have occurred in a warehouse located in the collection Ilque sector . About this APS director of Red , Rodrigo Alarc¢n reported that instructed coastal rural sector coaching strengthen preventive and diagnostic measures of their users "
16575	0	3/17/2014	0	Chile	Los Lagos	Pangipulli	313	General Population	3/7/2014	3/7/2014	www.biobiochile.cl; Chile Ministry of Health; minsal.cl	Confirman tercer caso de virus hanta en la Regi¢n de Los R°os	Third confirmed case of hantavirus in the Region of Los Rios 	"La Seremi de Salud confirm¢ el tercer caso de virus hanta en la Regi¢n de Los R°os. Se trata de un hombre de 29 a§os, domiciliado en Panguipulli.
 El jefe de Acci¢n Sanitaria, Guillermo Ram°rez, inform¢ que hace una semana el paciente consult¢ en la Cl°nica Alemana de Temuco, donde qued¢ hospitalizado en la Unidad de Cuidados Intensivos para el tratamiento. Actualmente est† estable y sin requerimiento de ventilaci¢n mec†nica ni ox°geno."	http://www.biobiochile.cl/2014/03/07/confirman-tercer-caso-de-virus-hanta-en-la-region-de-los-rios.shtml	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE142014.pdf		"The Seremi of Health confirmed the third case of hantavirus in the Region of Los Rios. This is a man aged 29, residing at Panguipulli. 
 Chief Health Action, Guillermo Ramirez, reported that one week the patient consulted the German Clinic of Temuco, where he was hospitalized in the intensive care unit for treatment does. She is currently stable and requirement for mechanical ventilation and oxygen."
16576	0	4/8/2014	0	Chile	B°o B°o	Arauco	313	General Population	3/12/2014	3/12/2014	www.biobiochile.cl; Chile Ministry of Health; minsal.cl	Confirman nuevo contagio de virus Hanta en la regi¢n del B°o B°o	Confirmed new Hantavirus infection in the B°o B°o	"Un nuevo caso de Hanta se confirm¢ en la regi¢n del B°o B°o. La provincia de Arauco habr°a sido el lugar de contagio. 
En la UCI del Hospital Guillermo Grant Benavente de Concepci¢n se encuentra una mujer de 42 a§os que se convirti¢ en el cuarto caso de Hanta registrado en la regi¢n del B°o B°o durante esta temporada. 
La mujer se habr°a contagiado en el sector del r°o Cruces de Laraquete, en la provincia de Arauco, lugar que visit¢ el mes pasado, seg£n lo se§al¢ la epidemi¢loga de la Seremi de Salud, Cecilia Soto. 
"	http://www.biobiochile.cl/2014/03/12/confirman-nuevo-contagio-de-virus-hanta-en-la-region-del-bio-bio.shtml	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE142014.pdf		"A new case of Hanta was confirmed in the B°o B°o. Arauco Province have been the site of infection. 
In the ICU of the Hospital Guillermo Grant Benavente Concepcion is a 42-year-old became the fourth case of Hanta registered in the B°o B°o this season. 
The woman would have caught the industry Laraquete Crosses River in the province of Arauco, who visited the site last month, as noted epidemiologist Seremi Health, Cecilia Soto."
16577	0	4/8/2014	0	Chile	Maule	Romeral	313	General Population	3/27/2014	3/27/2014	www.biobiochile.cl; Chile Ministry of Health; minsal.cl	Confirman tercer caso de virus hanta en lo que va del a§o en la Regi¢n del Maule	Third confirmed case of hantavirus in so far this year in the Maule Region	"Romeralino se convierte en el tercer caso de hantavirus en la Regi¢n del Maule durante 2014.
 Se trata de un paciente de sexo masculino de 40 a§os y que est† hospitalizado en la UCI del centro asistencial de Curic¢, sin requerimiento de ox°geno y evolucionando favorablemente. 
El hombre tiene residencia en Curic¢, y el posible lugar de contagio ser°a un sector rural de Romeral. Por esto se est† realizando la investigaci¢n epidemiol¢gica ambiental para detectar el verdadero foco de riesgo. "	http://www.biobiochile.cl/2014/03/27/confirman-tercer-caso-de-virus-hanta-en-lo-que-va-del-anno-en-la-region-del-maule.shtml	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE142014.pdf		"This is a male patient 40 years and is admitted to the ICU of the hospital in Curico, no oxygen requirement and evolving favorably .
Man has residence in Curico, and the possible place of infection would be a Romeral rural sector . Therefore you are performing environmental epidemiological research to detect the true source of risk . *Map from Chile Ministry of Health Map shows infection location to be Romeral: http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE142014.pdf "
